"Conglomerado","Vivienda","HOGAR","ID_ADULTO","DIA","MES","HORA_INICIO","MIN_INICIO","HORA_FINAL","MIN_FINAL","701_ACTIVIDAD_FISICA_VIGOROSA_DIAS","702_ACTIVIDAD_FISICA_VIGOROSA_HORAS","702_ACTIVIDAD_FISICA_VIGOROSA_MINUTOS","703_ACTIVIDAD_FISICA_MODERADA_DIAS","704_ACTIVIDAD_FISICA_MODERADA_HORAS","704_ACTIVIDAD_FISICA_MODERADA_MINUTOS","705_CAMINAR_DIAS","706_CAMINAR_HORAS","706_CAMINAR_MINUTOS","707_SENTADO_HORAS","707_SENTADO_MINUTOS"
"009756","055","11","01","27","03","15","51","16","02","7","05","","9","","","7","","90","","70"
"009770","014","11","02","11","11","14","48","15","20","1","03","","5","02","","1","01","","05",""
"009770","015","11","02","15","11","08","25","08","38","7","","130","7","02","","2","01","","09",""
"009820","004","11","02","19","10","07","55","08","03","9","","","7","03","","7","","30","05",""
"009820","031","11","02","16","10","16","39","16","48","9","","","5","02","","3","","30","02",""
"009820","088","11","03","18","10","18","03","18","10","6","","90","6","08","","6","","50","03",""
"009820","115","11","06","20","10","10","53","11","00","9","","","4","","40","4","","30","","95"
"009824","061","11","03","15","03","19","44","19","58","3","01","","7","","165","7","02","","08",""
"009841","009","11","02","19","03","08","47","08","54","9","","","3","","240","6","","20","01",""
"009868","049","11","01","20","04","18","50","19","00","9","","","9","","","7","","70","07",""
"009943","005","11","01","01","05","08","11","08","13","9","","","6","08","","6","01","","04",""
"009943","005","11","03","01","05","08","30","08","37","9","","","2","02","","7","03","","06",""
"009943","084","11","02","03","05","06","52","06","53","9","","","7","02","","5","05","","04",""
"009945","068","11","01","09","04","10","52","11","00","9","","","9","","","9","","","08",""
"009945","069","11","02","10","04","10","04","10","12","9","","","7","","30","7","","30","","340"
"009945","072","11","02","10","04","17","11","17","24","1","","20","5","","15","7","","20","","690"
"010010","007","11","03","28","02","19","45","19","56","9","","","4","","20","2","","75","","137"
"010012","007","23","01","14","03","18","50","19","07","3","","90","4","","90","7","","15","","260"
"010012","007","33","01","13","03","18","18","18","31","3","","30","7","01","","3","01","","","710"
"010020","062","11","02","07","11","15","21","15","29","9","","","5","04","","5","","30","01",""
"010020","062","11","06","07","11","15","51","15","56","1","01","","2","","20","7","","20","02",""
"010020","113","11","01","08","11","19","15","19","20","1","03","","6","01","","7","","55","01",""
"010049","060","11","02","02","04","14","00","14","10","9","","","9","","","7","","80","","330"
"010071","123","11","01","03","11","06","27","06","35","6","","20","6","","11","7","01","","","20"
"010080","011","11","02","09","05","13","24","13","30","9","","","9","","","9","","","05",""
"010080","067","11","02","09","05","15","58","16","05","9","","","9","","","2","","15","04",""
"010080","101","11","02","08","05","14","24","14","28","9","","","5","02","","5","","15","02",""
"010080","101","11","03","08","05","19","17","19","22","9","","","9","","","3","01","","02",""
"010080","112","11","01","08","05","07","40","07","44","9","","","9","","","7","","24","03",""
"010111","037","11","02","02","11","06","01","06","09","6","05","","3","01","","7","","20","","65"
"010111","062","11","01","01","11","17","39","17","49","9","","","6","01","","2","","15","","70"
"010122","044","11","02","03","11","16","30","16","36","9","","","9","","","9","","","05",""
"010133","011","11","05","21","11","20","56","21","12","1","03","","9","","","5","","110","09",""
"010133","070","11","01","21","11","11","44","11","49","9","","","5","01","","7","01","","06",""
"010142","025","11","01","21","03","06","34","06","39","9","","","1","","15","7","03","","","150"
"010142","040","11","01","22","03","11","06","11","11","9","","","4","03","","7","06","","02",""
"010142","040","11","03","19","03","13","07","13","14","1","","30","5","02","","7","03","","01",""
"010142","044","11","03","22","03","10","31","10","36","9","","","1","02","","7","02","","02",""
"010150","001","11","02","27","04","19","40","19","53","2","06","","7","07","","3","01","","","195"
"010150","002","11","02","26","04","09","17","09","38","9","","","7","14","","2","","40","","90"
"010183","045","11","01","19","03","17","10","17","26","3","","40","5","","205","1","","30","06",""
"010183","045","11","02","19","03","17","57","18","03","9","","","7","","65","9","","","07",""
"010183","118","11","03","20","03","19","14","19","21","9","","","1","01","","9","","","08",""
"010194","089","11","06","06","12","06","47","06","53","9","","","9","","","5","","70","09",""
"010194","131","11","02","04","12","19","21","19","29","1","","30","1","04","","5","","10","","275"
"010210","015","11","01","25","10","16","11","16","15","9","","","9","","","3","","10","03",""
"010210","023","11","02","25","10","08","15","08","25","9","","","9","","","5","","30","03",""
"010210","053","11","01","26","10","20","47","20","55","9","","","2","02","","2","","15","","20"
"010211","013","11","01","29","10","16","01","16","08","9","","","9","","","9","","","16",""
"010211","013","11","02","27","10","14","50","14","54","9","","","3","","30","7","01","","01",""
"010211","035","11","04","26","10","19","55","20","08","2","","20","5","01","","4","08","","08",""
"010211","035","11","05","23","10","16","20","16","28","9","","","3","01","","7","02","","10",""
"010211","073","11","02","28","10","12","15","12","25","9","","","9","","","5","","20","03",""
"010227","005","11","01","14","11","10","32","10","40","9","","","4","03","","4","","30","04",""
"010227","044","11","01","17","11","18","54","18","59","1","","15","2","","75","4","","30","03",""
"010227","069","11","02","15","11","17","11","17","16","5","","40","6","","50","7","04","","05",""
"010229","067","11","02","13","12","09","38","09","49","9","","","2","03","","7","","50","06",""
"010229","103","11","01","16","12","06","40","06","48","9","","","1","01","","7","","20","02",""
"010229","103","11","05","14","12","08","15","08","36","9","","","6","02","","7","04","","04",""
"010230","534","11","01","18","10","16","15","16","20","3","01","","1","","10","2","","20","07",""
"010239","043","11","02","08","12","08","10","08","12","9","","","9","","","6","07","","01",""
"010239","064","11","01","08","12","11","26","11","30","9","","","1","","20","4","05","","06",""
"010245","020","11","01","13","12","15","47","15","53","9","","","9","","","7","","30","03",""
"010245","020","11","02","13","12","18","00","18","09","9","","","7","","30","5","","60","","190"
"010245","020","11","03","14","12","07","45","07","47","9","","","9","","","7","03","","","130"
"010245","110","11","01","16","12","12","25","12","35","9","","","9","","","2","","20","15",""
"010247","196","11","01","02","11","07","20","07","28","2","02","","1","03","","3","","20","04",""
"010247","237","11","02","30","10","16","16","16","22","4","02","","3","02","","6","","40","09",""
"010253","106","11","02","11","12","14","03","14","15","9","","","9","","","7","10","","06",""
"010254","016","11","01","14","12","15","34","15","55","6","","15","6","01","","6","","275","","215"
"010262","160","11","01","12","12","13","12","13","29","9","","","9","","","7","01","","","325"
"010262","161","11","02","14","12","08","25","08","47","9","","","1","","10","5","06","","","325"
"010262","161","11","05","12","12","19","00","19","10","9","","","9","","","1","","12","09",""
"010323","110","11","01","05","04","06","50","07","00","5","04","","2","03","","5","","140","","279"
"010327","034","11","03","23","04","18","10","18","21","9","","","1","","30","3","04","","","200"
"010327","035","11","02","23","04","15","54","16","08","3","02","","7","04","","7","02","","","220"
"010327","036","11","02","24","04","15","00","15","10","9","","","7","02","","9","","","","280"
"010327","088","11","01","26","04","17","31","17","38","9","","","5","04","","7","","40","","105"
"010327","089","11","01","28","04","06","36","06","50","2","02","","6","06","","7","","20","","310"
"010342","030","11","01","10","11","15","35","15","47","6","08","","2","","30","7","","100","06",""
"010342","030","11","02","08","11","06","45","06","57","6","07","","3","01","","7","03","","03",""
"010359","130","11","01","13","04","08","05","08","15","9","","","9","","","7","","40","","86"
"010359","131","11","02","13","04","09","42","09","56","1","","20","9","","","1","01","","","112"
"010359","135","11","06","12","04","18","18","18","32","9","","","2","","330","3","","10","","470"
"010371","054","11","01","29","11","15","45","15","49","9","","","7","","30","7","05","","07",""
"010371","054","11","04","30","11","06","01","06","04","9","","","2","01","","5","","15","","583"
"010380","084","11","03","12","03","19","16","19","31","9","","","7","04","","7","","50","","400"
"010380","142","11","04","15","03","17","37","17","42","9","","","9","","","2","","90","05",""
